id_ato,pdf_nome,erro,ancora_buscada (fuzzy),ancora_buscada
666-R56,DODF 121 30-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"133119,00"
666-R80,DODF 121 30-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"483342,18"
666-R82,DODF 121 30-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"42044,00"
666-R83,DODF 121 30-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"44640,00"
666-R85,DODF 121 30-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"24000,00"
667-R53,DODF 110 15-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2310980,00"
667-R57,DODF 110 15-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"94077,60"
667-R58,DODF 110 15-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"29625,00"
667-R60,DODF 110 15-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4471698,00"
667-R61,DODF 110 15-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"9364121,29"
667-R62,DODF 110 15-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"302702,70"
668-R14,DODF 107 10-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"57200,00"
668-R20,DODF 107 10-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"164541,26"
668-R22,DODF 107 10-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"360000,00"
668-R60,DODF 107 10-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"789736,54"
668-R61,DODF 107 10-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"215000,00"
668-R62,DODF 107 10-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"55199,41"
668-R63,DODF 107 10-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"20293,35"
668-R64,DODF 107 10-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"250,00"
668-R84,DODF 107 10-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"32525000,00"
668-R86,DODF 107 10-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"3600,00"
669-R16,DODF 123 02-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"817395,00"
669-R19,DODF 123 02-07-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"43191,54"
671-R48,DODF 113 18-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"12000,00"
671-R52,DODF 113 18-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"56400,00"
671-R55,DODF 113 18-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"4989648,00"
671-R56,DODF 113 18-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"25605,00"
672-R53,DODF 117 24-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"600000,00"
672-R58,DODF 117 24-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"2999,71"
672-R60,DODF 117 24-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"15548,74"
672-R61,DODF 117 24-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"73831,78"
672-R63,DODF 117 24-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"237673,60"
672-R84,DODF 117 24-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"9600150,98"
672-R85,DODF 117 24-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"362162,17"
672-R87,DODF 117 24-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"89316,30"
672-R90,DODF 117 24-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"44081,61"
672-R91,DODF 117 24-06-2021 INTEGRA.pdf,Valor (valor_contrato) não encontrado,,"46576,00"
